Name.1,Age,Hometown,Home country,Boarded,Destination,Lifeboat,Body,pclass
"Chapman, Mr. Charles Henry",52,"Bronx, New York, US",,Southampton,"Bronx, New York, US",,130,2
"Chapman, Mr. John Henry",36,"Liskeard, Cornwall, England",,Southampton,"Spokane, Washington, US",,17,2
"Chapman, Mrs. Sara Elizabeth (née Lawry)",28,"Liskeard, Cornwall, England",,Southampton,"Spokane, Washington, US",,,2
"Christy, Mrs. Alice Frances",45,"London, England, UK",,Southampton,"Montreal, Quebec, Canada",12,,2
"Christy, Miss Rachel Julie Cohen",25,"London, England, UK",,Southampton,"Montreal, Quebec, Canada",12,,2
"Clarke, Mr. Charles Valentine",29,"Netley Abbey, Hampshire, England",,Southampton,"San Francisco, California, US",,,2
"Clarke, Mrs. Ada Maria",28,"Netley Abbey, Hampshire, England",,Southampton,"San Francisco, California, US",14,,2
"Clarke, Mr. John Frederick Preston",30,"Liverpool, Merseyside, England",,Southampton,New York City,,202,2
"Coleridge, Mr. Reginald Charles",29,"London, England",,Southampton,"Detroit, Michigan, US",,,2
"Collander, Mr. Erik Gustaf",27,"Helsinki, Grand Duchy of Finland",,Southampton,"Ashtabula, Ohio, US",,,2
"Collett, Mr. Sidney Clarence Stuart",25,"London, England",,Southampton,"Port Byron, New York, US",9,,2
"Collyer, Mr. Harvey",31,"Bishopstoke, Hampshire, England",,Southampton,"Payette, Idaho, US",,,2
"Collyer, Mrs. Charlotte Annie (née Tate)",31,"Bishopstoke, Hampshire, England",,Southampton,"Payette, Idaho, US",14,,2
"Collyer, Miss Marjorie Charlotte ""Lottie""",8,"Bishopstoke, Hampshire, England",,Southampton,"Payette, Idaho, US",14,,2
"Cook, Mrs. Selena (née Rogers)",22,"Oxford, Oxfordshire, England",,Southampton,New York City,14,,2
"Corbett, Mrs. Irene (née Colvin)",30,"Provo, Utah, US",,Southampton,"Provo, Utah, US",,,2
"Corey, Mrs. Mary Phyllis Elizabeth (née Miller)",30,"Pittsburgh, Pennsylvania, US",,Southampton,"Pittsburgh, Pennsylvania, US",,,2
"Cotterill, Mr. Henry ""Harry""",20,"Penzance, Cornwall, England",,Southampton,"Akron, Ohio, US",,,2
"Cunningham, Mr. Alfred Fleming",21,"Belfast, Ireland",,Belfast,New York City,,,2
"Davies, Mr. Charles Henry",21,"Lyndhurst, Hampshire, England",,Southampton,"Eden, Manitoba, Canada",,,2
"Davies, Mrs. Elizabeth Agnes Mary (née White)",48,"St. Ives, Cornwall, England UK",,Southampton,"Houghton, Michigan, US",14,,2
"Davies, Master John Morgan Jr.",8,"St. Ives, Cornwall, England UK",,Southampton,"Houghton, Michigan, US",14,,2
"Davis, Miss Mary",28,"London, England, UK",,Southampton,"Tottenville, New York, US",13,,2
"Deacon, Mr. Percy William",20,"Fritham, Hampshire, England, UK",,Southampton,"Boston, Massachusetts, US",,,2
"del Carlo, Mr. Sebastiano",29,"Montecarlo, Lucca, Tuscany, Italy",,Cherbourg,"Chicago, Illinois, US",,295,2
"del Carlo, Mrs. Argene (née Genovesi)",24,"Montecarlo, Lucca, Tuscany, Italy",,Cherbourg,"Chicago, Illinois, US",11,,2
"Denbuoy, Mr. Albert ""Herbert""",25,"Guernsey, Channel Islands, UK",,Southampton,"Elizabeth, New Jersey, US",,,2
"Dibden, Mr. William",18,"Lyndhurst, Hampshire, England",,Southampton,"Eden, Manitoba, Canada",,,2
"Doling, Mrs. Ada Julia (née Bone)",34,"Southampton, Hampshire, England, UK",,Southampton,New York City,?,,2
"Doling, Miss Elsie",19,"Southampton, Hampshire, England, UK",,Southampton,New York City,?,,2
"Douton, Mr. William Joseph",55,"Rochester, New York, US",,Southampton,"Rochester, New York, US",,,2
"Drew, Mr. James Vivian",42,"Greenport, New York, US",,Southampton,"Greenport, New York, US",,,2
"Drew, Mrs. Lulu Thorne (née Christian)",34,"Greenport, New York, US",,Southampton,"Greenport, New York, US",10,,2
"Drew, Master Marshall Brines",8,"Greenport, New York, US",,Southampton,"Greenport, New York, US",10,,2
"Duran y More, Miss Florentina",30,"Barcelona, Catalonia, Spain",,Cherbourg,"Havana, Cuba",12,,2
"Duran y More, Miss Asunción",27,"Barcelona, Catalonia, Spain",,Cherbourg,"Havana, Cuba",12,,2
"Fahlstrøm, Mr. Arne Joma",18,"Oslo, Norway",,Southampton,"Bayonne, New Jersey, US",,,2
"Faunthorpe, Mr. Harry Bartram",40,"Liverpool, Merseyside, England, UK",,,"Philadelphia, Pennsylvania, US",,286,2
"Fillbrook, Mr. Joseph Charles",18,"Truro, Cornwall, England, UK",,,"Houghton, Michigan, US",,,2
"Fox, Mr. Stanley Hubert",38,"Rochester, New York, US",,,"Rochester, New York, US",,236,2
"Frost, Mr. Anthony Wood ""Artie""",37,"Belfast, Northern Ireland, UK",,Belfast,New York City,,,2
"Funk, Miss Annie Clemmer",38,"Janjgir-Champa, British India, UK",,Southampton,"Bally, Pennsylvania, US",,,2
"Fynney, Mr. Joseph J.",35,"Liverpool, Merseyside, England, UK",,Southampton,"Montreal, Quebec, Canada",322,,2
"Gale, Mr. Harry",38,"Harrowbarrow, Cornwall, England, UK",,Southampton,"Clear Creek, Colorado, US",,,2
"Gale, Mr. Shadrach",33,"Harrowbarrow, Cornwall, England, UK",,Southampton,"Clear Creek, Colorado, US",,,2
"Garside, Miss Ethel",34,"Liverpool, Merseyside, England",,Southampton,"Brooklyn, New York, US",12,,2
"Gaskell, Mr. William Alfred",18,"Liverpool, Merseyside, England",,Southampton,"Montreal, Quebec, Canada",,,2
"Gavey, Mr. Laurence",26,"Guernsey, Channel Islands",,Southampton,"Elizabeth, New Jersey, US",,,2
"Gilbert, Mr. William",47,"Carleens, Cornwall, England",,Southampton,"Butte, Montana, US",,,2
"Giles, Mr. Edgar",21,"Porthleven, Cornwall, England",,Southampton,"Camden, New Jersey, US",,,2
"Giles, Mr. Frederick Edward",20,"Porthleven, Cornwall, England",,Southampton,"Camden, New Jersey, US",,,2
"Giles, Mr. Ralph",25,"London, England",,Southampton,New York City,,297,2
"Gill, Mr. John William",24,"Clevedon, North Somerset, England",,Southampton,New York City,,155,2
"Gillespie, Mr. William Henry",34,"Abbeyleix, Laois, Ireland",,Southampton,"Vancouver, British Columbia, Canada",,,2
"Givard, Mr. Hans Kristensen",30,"Kølsen, Vorde Sogn, Denmark",,Southampton,"San Francisco, California, US",,305,2
"Greenberg, Mr. Samuel",52,"Bronx, New York, US",,Southampton,"Bronx, New York, US",,19,2
"Hale, Mr. Reginald",30,"Auburn, New York, US",,Southampton,"Auburn, New York, US",,75,2
"Hämäläinen, Mrs. Anna (Anna Hamlin)",24,"Detroit, Michigan, US",,Southampton,"Detroit, Michigan, US",4,,2
"Hämäläinen, Master Viljo Unto Johannes (William Hamlin)",1,"Detroit, Michigan, US",,Southampton,"Detroit, Michigan, US",4,,2
"Harbeck, Mr. William H.",44,"Toledo, Ohio, US",,Southampton,"Montreal, Quebec, Canada",,35,2
"Harper, The Reverend John",39,"London, England",,Southampton,"Chicago, Illinois, US",,,2
"Harper, Miss Annie Jessie ""Nina""",6,"London, England",,Southampton,"Chicago, Illinois, US",11,,2
"Harris, Mr. George",62,"London, England",,Southampton,New York City,15,,2
"Harris, Mr. Walter",30,"London, England",,Southampton,New York City,,,2
"Hart, Mr. Benjamin",47,"Ilford, Essex, England",,Southampton,"Winnipeg, Manitoba, Canada",,,2
"Hart, Mrs. Esther Ada (née Bloomfield)",48,"Ilford, Essex, England",,Southampton,"Winnipeg, Manitoba, Canada",14,,2
"Hart, Miss Eva Miriam",7,"Ilford, Essex, England",,Southampton,"Winnipeg, Manitoba, Canada",14,,2
"Hartley, Mr. Wallace Henry",33,"Dewsbury, West Yorkshire, England",,Southampton,New York City,,224,2
"Herman, Mr. Samuel",49,"Yeovil, Somerset, England",,Southampton,"Bernardsville, New Jersey, US",,,2
"Herman, Mrs. Jane (née Laver)",48,"Yeovil, Somerset, England",,Southampton,"Bernardsville, New Jersey, US",9,,2
"Herman, Miss Alice",24,"Yeovil, Somerset, England",,Southampton,"Bernardsville, New Jersey, US",9,,2
"Herman, Miss Kate",24,"Yeovil, Somerset, England",,Southampton,"Bernardsville, New Jersey, US",9,,2
"Hewlett, Mrs. Mary Dunbar (née Kingcome)",56,"Lucknow, British India, UK",,Southampton,"Rapid City, South Dakota, US",13,,2
"Hickman, Mr. Lewis",30,"Fritham, Hampshire, England",,Southampton,"The Pas, Manitoba, Canada",,256,2
"Hickman, Mr. Leonard Mark",24,"Fritham, Hampshire, England",,Southampton,"Eden, Manitoba, Canada",,,2
"Hickman, Mr. Stanley George",20,"Fritham, Hampshire, England",,Southampton,"The Pas, Manitoba, Canada",,,2
"Hiltunen, Miss Martta",18,"Joensuu, Grand Duchy of Finland",,Southampton,"Detroit, Michigan, US",,,2
"Hocking, Mrs. Elizabeth ""Eliza"" (née Neads)",54,"Penzance, Cornwall, England",,Southampton,"Akron, Ohio, US",4,,2
"Hocking, Mr. Richard George",23,"Akron, Ohio, US",,Southampton,"Akron, Ohio, US",,,2
"Hocking, Miss Ellen ""Nellie""",20,"Penzance, Cornwall, England",,Southampton,"Akron, Ohio, US",4,,2
"Hocking, Mr. Samuel James Metcalfe",36,"Devonport, Devon, England",,Southampton,"Middletown, Connecticut, US",,,2
"Hodges, Mr. Henry Price",50,"Southampton, Hampshire, England",,Southampton,"Boston, Massachusetts, US",,149,2
"Hold, Mr. Stephen",44,"Porthoustock, Cornwall, England",,Southampton,"Sacramento, California, US",,,2
"Hold, Mrs. Annie Margaret (née Hill)",29,"Porthoustock, Cornwall, England",,Southampton,"Sacramento, California, US",10,,2
"Hood, Mr. Ambrose Jr.",21,"Fritham, Hampshire, England",,Southampton,"Manitoba, Canada",,,2
"Hosono, Mr. Masabumi",41,"Tokyo, Japan",,Southampton,"Tokyo, Japan",10,,2
"Howard, Mr. Benjamin",63,"Swindon, Wiltshire, England",,Southampton,"Idaho, US",,,2
"Howard, Mrs. Ellen Truelove (née Arman)",60,"Swindon, Wiltshire, England",,Southampton,"Idaho, US",,,2
"Hume, Mr. John Law ""Jock""",21,"Dumfries, Scotland",,Southampton,New York City,,193,2
"Hunt, Mr. George Henry",33,"Philadelphia, Pennsylvania, US",,Southampton,"Philadelphia, Pennsylvania, US",,,2
"Ilett, Miss Bertha",17,"Jersey, Channel Islands",,Southampton,"Atlanta, Georgia, US",?,,2
"Jacobsohn, Mr. Sidney Samuel",40,"London, England",,Southampton,"Montreal, Quebec, Canada",,,2
"Jacobsohn, Mrs. Amy Frances Christy (née Cohen)",24,"London, England",,Southampton,"Montreal, Quebec, Canada",12,,2
"Jarvis, Mr. Denzil John",47,"Stoneygate, Leicestershire, England",,Southampton,New York City,,,2
"Jefferys, Mr. Clifford Thomas",24,"Guernsey, Channel Islands",,Southampton,"Elizabeth, New Jersey, US",,,2
"Jefferys, Mr. Ernest Wilifred",22,"Guernsey, Channel Islands",,Southampton,"Elizabeth, New Jersey, US",,,2
"Jenkin, Mr. Stephen Curnow",32,"St. Ives, Cornwall, England",,Southampton,"Houghton, Michigan, US",,,2
"Jerwan, Mrs. Marie Marthe (née Thuillard)",23,New York City,,Southampton,New York City,11,,2
"Kantor, Mr. Sinai",34,"Vitebsk, Russian Empire",,Southampton,"Bronx, New York, US",,283,2
"Kantor, Mrs. Miriam (née Sternin)",24,"Vitebsk, Russian Empire",,Southampton,"Bronx, New York, US",12,,2
"Karnes, Mrs. Claire (née Bennett)",28,"Pittsburgh, Pennsylvania, US",,Southampton,"Pittsburgh, Pennsylvania, US",,,2
"Keane, Mr. Daniel",35,"Limerick, Ireland",,Queenstown,"St Louis, Missouri, US",,,2
"Keane, Miss Nora Agnes",46,"Castleconnell, Limerick, Ireland",,Queenstown,"Harrisburg, Pennsylvania, US",10,,2
"Kelly, Miss Florence ""Fannie""",45,"London, England",,Southampton,New York City,9,,2
"Kirkland, Reverend Charles Leonard",52,"Glasgow, Scotland",,Queenstown,"Tuxford, Saskatchewan, Canada",,,2
"Knight, Mr. Robert J.",39,"Belfast, Ireland",,Belfast,New York City,,,2
"Krins, Mr. Georges Alexandré",23,"London, England",,Southampton,New York City,,,2
"Kvillner, Mr. Johan Henrik Johannesson",31,"Trollhättan, Västergötland, Sweden",,Southampton,"Arlington, Virginia, US",,165,2
"Lahtinen, Reverend William",35,"Minneapolis, Minnesota, US",,Southampton,"Minneapolis, Minnesota, US",,,2
"Lahtinen, Mrs. Anna Amelia (née Sylfvén)",26,"Minneapolis, Minnesota, US",,Southampton,"Minneapolis, Minnesota, US",,,2
"Lamb, Mr. John Joseph",30,"Glencree, Ireland",,Queenstown,"Providence, Rhode Island, US",,,2
"Laroche, Mr. Joseph Philippe Lemercier",25,"Paris, France",,Cherbourg,"Cap-Haïtien, Haiti",,,2
"Laroche, Mrs. Juliette Marie Louise (née Lafargue)",22,"Paris, France",,Cherbourg,"Cap-Haïtien, Haiti",14,,2
"Laroche, Miss Simoné Marie Anne Andrée",3,"Paris, France",,Cherbourg,"Cap-Haïtien, Haiti",14,,2
"Laroche, Miss Louise Marguerite",1,"Paris, France",,Cherbourg,"Cap-Haïtien, Haiti",14,,2
"Lehmann, Miss Bertha",17,"Lotzwil, Switzerland",,Cherbourg,"Central City, Iowa, US",12,,2
"Leitch, Miss Jessie Wills",31,"London, England",,Southampton,"Chicago, Illinois, US",11,,2
"Lemore, Mrs. Amelia ""Milley"" (née Hunt)",34,"Chicago, Illinois, US",,Southampton,"Chicago, Illinois, US",14,,2
"Levy, Mr. René Jacques",36,"Montreal, Quebec, Canada",,Cherbourg,"Montreal, Quebec, Canada",,,2
"Leyson, Mr. Robert William Norman",25,"London, England",,Southampton,New York City,,108,2
"Lingane, Mr. John",61,"Chelsea, Michigan, US",,Southampton,"Chelsea, Michigan, US",,,2
"Louch, Mr. Charles Alexander",50,"Weston-super-Mare, North Somerset, England",,Southampton,New York City,,121,2
"Louch, Mrs. Alice Adelaide (née Slow)",42,"Weston-super-Mare, North Somerset, England",,Southampton,New York City,14,,2
"Mack, Mrs. Mary (née Lacy)",57,"Southampton, Hampshire, England",,Southampton,New York City,,52,2
"Malachard, Mr. Jean-Noël",25,"Paris, France",,Cherbourg,New York City,,,2
"Mallet, Mr. Albert",31,"Montreal, Quebec, Canada",,Cherbourg,"Montreal, Quebec, Canada",,,2
"Mallet, Mrs. Antoinette Marie (née Magnin)",24,"Montreal, Quebec, Canada",,Cherbourg,"Montreal, Quebec, Canada",10,,2
"Mallet, Master André Clément",1,"Montreal, Quebec, Canada",,Cherbourg,"Montreal, Quebec, Canada",10,,2
"Mangiavacchi, Mr. Serafino Emilio",30,"Paris, France",,Cherbourg,New York City,,,2
"Matthews, Mr. William John",30,"St Austell, Cornwall, England",,Southampton,"La Salle, Illinois, US",,,2
"Maybery, Mr. Frank Hubert",36,"Weston-super-Mare, North Somerset, England",,Southampton,"Moose Jaw, Saskatchewan, Canada",,,2
"McCrae, Mr. Arthur Gordon",32,"Sydney, New South Wales, Australia",,Southampton,Canada,,209,2
"McCrie, Mr. James Matthew",32,"Sarnia, Ontario, Canada",,Southampton,"Sarnia, Ontario, Canada",,,2
"McKane, Mr. Peter David",46,"Guernsey, Channel Islands",,Southampton,"Rochester, New York, US",,,2
"Mellinger, Mrs. Elizabeth Anne (née Maidment)",41,"Wimbledon, London, England",,Southampton,"Bennington, Vermont, US",14,,2
"Mellinger, Miss Madeleine Violet",13,"Wimbledon, London, England",,Southampton,"Bennington, Vermont, US",14,,2
"Mellors, Mr. William John",19,"Chelsea, London, England",,Southampton,"Long Island, New York, US",B,,2
"Meyer, Mr. August",31,"Harrow, London, England",,Southampton,New York City,,,2
"Milling, Mr. Jacob Christian",48,"Odense, Denmark",,Southampton,"Oregon, Wisconsin, US",,271,2
"Mitchell, Mr. Henry Michael",71,"Guernsey, Channel Islands",,Southampton,"Toledo, Ohio, US",,,2
"Montvila, Father Juozas",27,"Gudinė, Lithuania",,Southampton,"Worcester, Massachusetts, US",,,2
"Moraweck, Dr. Ernest",54,"Frankfort, Kentucky, US",,Southampton,"Frankfort, Kentucky, US",,,2
"Morley, Mr. Henry Samuel (alias Mr. Henry Marshall)",38,"Birmingham, Worcester, England",,Southampton,"Los Angeles, US",,,2
"Mudd, Mr. Thomas Charles",16,"Huntingfield, Suffolk, England",,Southampton,New York City,,,2
"Myles, Mr. Thomas Francis",63,"Fermoy, Ireland",,Queenstown,"Waban, Massachusetts, US",,,2
"Nassr Allah, Mr. Niqula Khalil",28,"Zahlé, Lebanon, Ottoman Empire",,Cherbourg,"Cleveland, Ohio, US",,43,2
"Nassr Allah, Mrs. Adal (née Akim)",14,"Zahlé, Lebanon, Ottoman Empire",,Cherbourg,"Cleveland, Ohio, US",?,,2
"Navratil, Mr. Michel (alias Louis M. Hoffman)",32,"Nice, France",,Southampton,New York City,,15,2
"Navratil, Master Michel Marcel",3,"Nice, France",,Southampton,New York City,D,,2
"Navratil, Master Edmond Roger",2,"Nice, France",,Southampton,New York City,D,,2
"Nesson, Mr. Israel",26,"London, England",,Southampton,"Boston, Massachusetts, US",,,2
"Nicholls, Mr. Joseph Charles ""Joe""",19,"St. Ives, Cornwall, England",,Southampton,"Houghton, Michigan, US",,101,2
"Norman, Mr. Robert Douglas",28,"Glasgow, Scotland",,Southampton,"Houghton, Michigan, US",,287,2
"Nye, Mrs. Elizabeth (née Ramell)",29,"East Orange, New Jersey, US",,Southampton,"East Orange, New Jersey, US",11,,2
"Otter, Mr. Richard",39,"Middleburg Heights, Ohio, US",,Southampton,"Middleburg Heights, Ohio, US",,,2
"Oxenham, Mr. Percy Thomas",22,"London, England",,Southampton,"North Bergen, New Jersey, US",13,,2
"Padron Manent, Mr. Julian",26,"Barcelona, Catalonia, Spain",,Cherbourg,"Havana, Cuba",9,,2
"Pain, Dr. Alfred ""Alf""",23,"Hamilton, Ontario, Canada",,Southampton,"Hamilton, Ontario, Canada",,,2
"Pallas y Castello, Mr. Emilio",29,"Barcelona, Catalonia, Spain",,Cherbourg,"Havana, Cuba",9,,2
"Parker, Mr. Clifford Richard",28,"Guernsey, Channel Islands",,Southampton,New York City,,,2
"Parkes, Mr. Francis ""Frank""",18,"Belfast, Ireland",,Belfast,New York City,,,2
"Parrish, Mrs. Lutie Davis (née Temple)",60,"Woodford County, Kentucky, US",,Southampton,"Woodford County, Kentucky, US",12,,2
"Pengelly, Mr. Frederick William",19,"Gunnislake, Cornwall, England",,Southampton,"Butte, Montana, US",,,2
"Peruschitz, Father Josef",28,"Scheyern, Bavaria, German Empire",,Southampton,"St. Cloud, Minnesota, US",,,2
"Phillips, Mr. Escott Robert",42,"Ilfracombe, Devon, England",,Southampton,"New Brighton, Pennsylvania, US",,,2
"Phillips, Miss Alice Frances Louisa",21,"Ilfracombe, Devon, England",,Southampton,"New Brighton, Pennsylvania, US",12,,2
"Phillips, Miss Kate Florence (alias Mrs. Kate Marshall)",19,"Birmingham, Worcester, England",,Southampton,"Los Angeles, US",11,,2
"Pinsky, Mrs. Rosa",21,"Brooklyn, New York, US",,Southampton,"Brooklyn, New York, US",9,,2
"Ponesell, Mr. Martin",34,"Southampton, Hampshire, England",,Southampton,New York City,,,2
"Portaluppi, Mr. Emilio Ilario Giuseppe",34,"Milford, New Hampshire, US",,Southampton,"Milford, New Hampshire, US",14,,2
"Pulbaum, Mr. Franz",27,New York City,,Southampton,New York City,,,2
"Quick, Mrs. Jane (née Richards)",33,"Plymouth, Devon, England",,Southampton,"Detroit, Michigan, US",11,,2
"Quick, Miss Winnifred Vera",8,"Plymouth, Devon, England",,Southampton,"Detroit, Michigan, US",11,,2
"Quick, Miss Phyllis May",2,"Plymouth, Devon, England",,Southampton,"Detroit, Michigan, US",11,,2
"Reeves, Mr. David",36,"Slinfold, West Sussex, England",,Southampton,New York City,,,2
"Renouf, Mr. Peter Henry",33,"Elizabeth, New Jersey, US",,Southampton,"Elizabeth, New Jersey, US",,,2
"Renouf, Mrs. Lillian ""Lily"" (née Jefferys)",30,"Elizabeth, New Jersey, US",,Southampton,"Elizabeth, New Jersey, US",12,,2
"Reynaldo, Miss Encarnación",28,"Marbella, Spain",,Southampton,New York City,9,,2
"Richard, Mr. Emile Philippe",23,"Paris, France",,Cherbourg,"Montreal, Quebec, Canada",,,2
"Richards, Mrs. Emily (née Hocking)",23,"Penzance, Cornwall, England",,Southampton,"Akron, Ohio, US",4,,2
"Richards, Master William Rowe",3,"Penzance, Cornwall, England",,Southampton,"Akron, Ohio, US",4,,2
"Richards, Master Sibley George",9 mo.,"Penzance, Cornwall, England",,Southampton,"Akron, Ohio, US",4,,2
"Ridsdale, Miss Lucy",50,"London, England",,Southampton,"Marietta, Ohio, US",13,,2
"Rogers, Mr. Reginald Harry",18,"Tavistock, Devon, England",,Southampton,"Wilkes Barre, Pennsylvania, US",,,2
"Rugg, Miss Emily",21,"Guernsey, Channel Islands",,Southampton,"Wilmington, Delaware, US",12,,2
"Schmidt, Mr. August",26,"Newark, New Jersey, US",,Southampton,"Newark, New Jersey, US",,,2
"Sedgwick, Mr. Charles Frederick Waddington",25,"Liverpool, Merseyside, England",,Southampton,"Minatitlán, Veracruz, Mexico",,,2
"Sharp, Mr. Percival James",27,"London, England, UK",,Southampton,New York City,,,2
"Shelley, Mrs. Imanita (née Parrish Hall)",25,"Deer Lodge, Montana, US",,Southampton,"Deer Lodge, Montana, US",12,,2
"Silvén, Miss Lyyli Karolina",17,"Tornio, Grand Duchy of Finland",,Southampton,"Minneapolis, Minnesota, US",16,,2
"Sincock, Miss Maude",20,"St. Ives, Cornwall, England",,Southampton,"Hancock, Michigan, US",D,,2
"Sinkkonen, Miss Anna",30,"Turku, Grand Duchy of Finland",,Southampton,"Brighton, Boston, Massachusetts, US",10,,2
"Sjöstedt, Mr. Ernst Adolf",30,"Hjo, Västergötland, Sweden",,Southampton,"Sault Ste Marie, Michigan, US",10,,2
"Slayter, Miss Hilda Mary",30,"Halifax, Nova Scotia, Canada",,Queenstown,"Vancouver, British Columbia, Canada",13,,2
"Slemen, Mr. Richard James",35,"Landrake, Cornwall, England",,Southampton,"Nashua, New Hampshire, US",,,2
"Smith, Miss Marion Elsie",39,"Basingstoke, Hampshire, England",,Southampton,"Washington, DC US",9,,2
"Sobey, Mr. Samuel James Hayden",25,"Porthallow, Cornwall, England",,Southampton,"Houghton, Michigan, US",,,2
"Stanton, Mr. Samuel Ward",42,New York City,,Southampton,New York City,,,2
"Stokes, Mr. Philip Joseph",25,"London, England",,Southampton,"Detroit, Michigan, US",,81,2
"Sweet, Mr. George Frederick",14,"Yeovil, Somerset, England",,Southampton,"Bernardsville, New Jersey, US",,,2
"Taylor, Mr. Percy Cornelius",32,"London, England",,Southampton,New York City,,,2
"Toomey, Miss Ellen Mary",48,"Indianapolis, Indiana, US",,Southampton,"Indianapolis, Indiana, US",9,,2
"Troupiansky, Mr. Moses Aaron",23,"London, England",,Southampton,New York City,,,2
"Trout, Mrs. Jessie L.",26,"Columbus, Ohio, US",,Southampton,"Columbus, Ohio, US",9,,2
"Troutt, Miss Edwina Celia ""Winnie""",27,"Bath, Somerset, England",,Southampton,"Auburndale, Massachusetts, US",D,,2
"Turpin, Mr. William John Robert",29,"Plymouth, Devon, England",,Southampton,"Salt Lake City, Utah, US",,,2
"Turpin, Mrs. Dorothy Ann (née Wonnacott)",27,"Plymouth, Devon, England",,Southampton,"Salt Lake City, Utah, US",,,2
"Veal, Mr. James",40,"Barre, Vermont, US",,Southampton,"Barre, Vermont, US",,,2
"Wallcroft, Miss Ellen ""Nellie""",36,"Maidenhead, Berkshire, England",,Southampton,"Mamaroneck, New York, US",14,,2
"Ware, Mr. John James",45,"Bristol, Avon, England",,Southampton,"New Britain, Connecticut, US",,,2
"Ware, Mrs. Florence Louise (née Long)",31,"Bristol, Avon, England",,Southampton,"New Britain, Connecticut, US",10,,2
"Ware, Mr. William Jeffery",23,"Gunnislake, Cornwall, England",,Southampton,"Butte, Montana, US",,,2
"Watson, Mr. Ennis Hastings",15,"Belfast, Northern Ireland, UK",,Belfast,New York City,,,2
"Watt, Mrs. Elizabeth Inglis ""Bessie"" (née Milne)",40,"Aberdeen, Aberdeenshire, Scotland",,Southampton,"Portland, Oregon, US",9,,2
"Watt, Miss Robertha Josephine ""Bertha""",12,"Aberdeen, Aberdeenshire, Scotland",,Southampton,"Portland, Oregon, US",9,,2
"Webber, Miss Susan",37,"Bude, Cornwall, England",,Southampton,"Hartford, Connecticut, US",12,,2
"Weisz, Mr. Leopold",28,"Bromsgrove, Worcestershire, England",,Southampton,"Montreal, Quebec, Canada",,293,2
"Weisz, Mrs. Mathilde Françoise (née Pëde)",37,"Bromsgrove, Worcestershire, England",,Southampton,"Montreal, Quebec, Canada",10,,2
"Wells, Mrs. Addie Dart (née Trevaskis)",29,"Heamoor, Cornwall, England",,Southampton,"Akron, Ohio, US",14,,2
"Wells, Miss Joan",4,"Heamoor, Cornwall, England",,Southampton,"Akron, Ohio, US",14,,2
"Wells, Master Ralph Lester",2,"Heamoor, Cornwall, England",,Southampton,"Akron, Ohio, US",14,,2
"West, Mr. Edwy Arthur",36,"Bournemouth, Dorset, England",,Southampton,"Gainesville, Florida, US",,,2
"West, Mrs. Ada Mary (née Worth)",33,"Bournemouth, Dorset, England",,Southampton,"Gainesville, Florida, US",10,,2
"West, Miss Constance Mirium",4,"Bournemouth, Dorset, England",,Southampton,"Gainesville, Florida, US",10,,2
"West, Miss Barbara Joyce",10 mo.,"Bournemouth, Dorset, England",,Southampton,"Gainesville, Florida, US",10,,2
"Wheadon, Mr. Edward H.",66,"Guernsey, Channel Islands",,Southampton,"Edgewood, Rhode Island, US",,,2
"Wheeler, Mr. Edwin Charles ""Fred""",24,"Bath, Somerset, England",,Southampton,"Asheville, North Carolina, US",,,2
"Whilems, Mr. Charles",32,"London, England",,Southampton,New York City,9,,2
"Wilkinson, Miss Elizabeth Anne (alias Mrs. Elizabeth Faunthorpe)",29,"Manchester, England",,Southampton,"Philadelphia, Pennsylvania, US",16,,2
"Williams, Mr. Charles Eugene",23,"Harrow, London, England",,Southampton,"Chicago, Illinois, US",14,,2
"Woodward, Mr. John Wesley",32,"Oxford, Oxfordshire, England",,Southampton,New York City,,,2
"Wright, Miss Marion",26,"Yeovil, Somerset, England",,Southampton,"Cottage Grove, Oregon, US",9,,2
"Yvois, Miss Henriette",24,"Paris, France",,Southampton,"Montreal, Quebec, Canada",,,2
"Allen, Miss Elizabeth Walton",29,"St. Louis, Missouri, US",,Southampton,"St Louis, Missouri, US",2,,
"Allison, Mr. Hudson Joshua Creighton",30,"Montreal, Quebec, Canada",,Southampton,"Montreal, Quebec, Canada",,135,
"and chauffeur, Mr. George Swane",19,"Montreal, Quebec, Canada",,Southampton,"Montreal, Quebec, Canada",,294,
"and cook, Miss Amelia Mary ""Mildred"" Brown",18,"London, England, UK",,Southampton,"Montreal, Quebec, Canada",11,,
"Allison, Mrs. Bessie Waldo (née Daniels)",25,"Montreal, Quebec, Canada",,Southampton,"Montreal, Quebec, Canada",,,
"and maid, Miss Sarah Daniels",33,"Montreal, Quebec, Canada",,Southampton,"Montreal, Quebec, Canada",8,,
"Allison, Miss Helen Loraine",2,"Montreal, Quebec, Canada",,Southampton,"Montreal, Quebec, Canada",,,
"Allison, Master Hudson Trevor",11 mo.,"Montreal, Quebec, Canada",,Southampton,"Montreal, Quebec, Canada",11,,
"and nurse, Miss Alice Catherine Cleaver",22,"London, England, UK",,Southampton,"Montreal, Quebec, Canada",11,,
"Anderson, Mr. Harry",47,New York City,,Southampton,New York City,3,,
"Andrews, Miss Kornelia Theodosia",62,"Hudson, New York, US",,Cherbourg,"Hudson, New York, US",10,,
"Andrews, Mr. Thomas",39,"Belfast, Ireland, UK",,Belfast,New York City,,,
